Text,Rating
Я хотел бы поделиться своим положительным опытом с Тинькофф банком. Все мои взаимодействия с банком прошли гладко и без проблем. Во первых я ценю удобство и интуитивно понятный интерфейс их мобильного приложения. Я могу легко управлять своими финансами проверять баланс платить счета и делать денежные переводы. Персонализированные уведомления также очень полезны и информативны. Во вторых я бы хотел отметить отличное обслуживание клиентов. Каждый раз когда у меня возникают вопросы я получаю быстрые и профессиональные ответы от их службы поддержки. Сотрудники всегда дружелюбны и готовы помочь в любом вопросе. Кроме того я оцениваю дополнительные возможности предоставляемые Тинькофф банком такие как кэшбэк и специальные предложения для клиентов. Это добавляет ценности моему опыту работы с банком. В целом я очень доволен Тинькофф банком как своим финансовым партнером. Они предлагают качественные услуги удобный интерфейс и отличное обслуживание клиентов.,5
Пользуюсь только одним банком и это Тинькофф Банк. Могу смело рекомендовать всем Тинькофф. В любое время можете написать в поддержку и они ответят и помогут решить вашу проблему мгновенно. Много бонусов и акциий. Ещ хотелось бы сквзать о самом приложений Тинькофф работает вс быстро и без зависаний.,5
Обратился в онлайн чат мобильного приложения банка с просьбой объяснить почему в рамках акции повышенного кешбэка мне не начислили баллы. Девушка оператор очень быстро отреагировала на мою проблему и помогла полностью мне её решить. Качество тех поддержки банка является для меня очень важным критерием при выборе банка. И тут совкомбанк входит в список одних из лучших по этому показателю.,5
Решился получить дебетовую карту альфа банка. Зашел на сайт по быстрому все оформил. Через непродолжительное время пришла смс о то что карту можно забрать. Пришел в отделение банка и опешил. Очень приятный эргономичный интерьер приятные лица сотрудников банка удобные места для ожидания. Я был крайне рад и мой внутренний дизайнер ликовал Меня встретила приятная на вид и в общении девушка проконсультировала меня и проводила меня к другому сотруднику банка который должен был выдать мне карту. Мы с ним переговорил оказалось что я заказал виртуальную карту которая мне не требовалась. Сотрудник же что обслуживал меня оперативно предложил альтернативу в виде выпуска карты прямо в здании. И никаких ожиданий никаких очередей заказываешь и через минут карта у тебя в руках. В конечном итоге карту я получил Так что хочу сказать спасибо Альфа Банку это крайне приятный и удобный банк который я пользуюсь и буду пользоваться в дальнейшем,5
Здравствуйте я пользуюсь тинькофф банком уже пол года меня банк прям вообще отлично устроил банк всё время отвечает быстро и качественно. Я пользуюсь тинькофф премиум и у меня со всех супермаркетов кэшбэка для меня это наивыгодное предложение по сравнению с тинькофф . И ещё в добавок я получаю бесплатный стикер Тинькофф и много других достоинств. Я рад что я перешёл со сбербанка на тинькофф банк. Тут нету даже комиссии на переводы толком и мне ответили в чате очень быстро когда я им задал вопрос по использованию картой.,5
Много лет пользуюсь этим банком и очень доволен тех поддержка на высшем уровнем в отличие от других банков приложение супер есть карта дебетовая одна из лучших и кэшбек самый высокий и обслуживание бесплатное навсегда деньги можно снять в любом банкомате без комиссии так пополнить без проблем взял ещё их сим карту очень доволен всём банк номер один,5
Альфа Банк самый лучший Банк Это правда Я являюсь клиен Альфы около лет. Были и кредиты и карточки разные. В других банках не буду называть каких тоже были и карты и кредиты но у всех было много минусов. Возможно минусы есть и у Альф Банка но я их не замечал. Обслуживание в офисах очень нравится. Была проблема которую я не смог объяснить по телефону. Пришёл в отделение в минутах от дома и сотрудник вник в ситуацию и решил сложную задачу. А мобильное приложение вообще супер Можно найти дополнительные заработки в виде инвестиций есть развлечения которые образовывают заставляют мыслить По телефону тоже оперативно помогают подсказывают помогают найти оптимальное решение вежливы всегда. Альфа Банк самый креативный банк в стране,5
Хочу выразить свое восхищение и черезмерную благодарность всем сотрудникам колл центра банка Тинькофф. за отличную а главное качественную работу отдельная благодарность определенному сотруднику надеюсь данный отзыв порадует а главное что бы этого сотрудника примировали. к сожалению не смог узнать имя этого чудесного человека и не смог связаться с ним но все же... сотрудники посоветовали оставить отзыв.и так как то в Анапе я приобрёл билет на сайте и прождал мой автобус лишние часа а про то что этот автобус был моим единственным средством транспортировки до дома в виду оставшихся финансов я молчу .т.к я не смог дозвониться до а звонил я раз я начал докучать звонками персоналу Тинькофф банка за что извиняюсь. банк отнёсся очень лояльно комне и перевел мне резервные средства суммой соизмеримой моей транзакции на сайт перевозчика за что выделяется мною отдельная благодарность. в итоге составили оспаривание моей транзакции на тот сайт но к сожалению не смогли её оспорить НО сотрудники не сдались и подали повторный запрос там сумма хоть и не особо крупная но как факт того что я не мог уехать в обусловленное время меня ОЧЕНЬ ОГОРЧИЛА в итоге при повторном разбирательстве банк смог оспорить перевод и деньги пришли обратно за что я пою самые искренние диферамбы сотруднику который курировал оспаривание моего перевода . Всем советую этот банк по крайней мере теперь я уверен что он не оставит человека в беде если у него случилась какая либо проблема Отдельно для службы проверки комментариев сотрудников банка Тинькофф .просьба выразить от моего лица огромную благодарность и выписать премию сотруднику Кам которые все таки смогли оспорить мое то разбирательство,5
. . обратилась в поддержку банка по поводу не начисления приветственных бонусов по промокоду. В течении ч. минут был дан ответ в виде смс сообщения и так же позвонил представитель банка кол центр и мне разъяснили что первую покупку я произвела не в магазине партнере а точнее именно в моем городе этот магазин не является партнером И по этой причине бонусы мне не начислились. Я уже успела расстроиться из за своей глупости но мне сказали что по лояльности компании бонусы мне все же начислят не смотря на то что ошибка не с их стороны. Удивлена оперативной работой службы поддержки и лояльности компании. Большое спасибо за быстрое решение вопроса,5
Обратилась в офис банка на ВДНХ по поводу выдачи мне дебетовой карты. Общалась с менеджером банка Татьяниной Дарьей. Осталось очень приятное впечатление. Дарья ответила и решила все возникшие вопросы. Благодарю за качественное и квалифицированное обслуживание И отдельное спасибо просто за приятное общение,5
От личный Банк быстрее обслуживания на а самое главное понемающии сотрудники расскажут вас внятно и подробно Что меня всё это порадовала что хотел сказать об отделенеях Банка был в нескальких офисов своего города везде чисто и комфортно а также хочу отметить о роботе сотрудников банка вс доходчиво объясняет Я остался доволен визитом в этот Банк.,5
Добрый день Получали ребенку дебетовую карту в офисе на Большевисткой А. Замечательное обслуживание. Была дана квалифицированная консультация по доп услугам к карте. Понравились условия по накопительному счету. Буду оформлять себе банковский счет здесь же. Также были даны консультации по кредитным и инвестиционным продуктам. Дата визита . . .,5
Добрый день Я оформлял дебетовую карту у сотрудника банка Хоум Кредит Плетнёвой Екатерины. Сотрудник вежливый в общении карту доставила во время всё доступно рассказала о выгодах в использовании карты как на ней можно заработать наибольший кешбек. У меня остались только положительные эмоции от Екатерины. Буду всем рекомендовать банк Хоум Кредит. Спасибо за таких квалифицированных специалистов.,5
Хочу отметить великолепно проделанную работу сотрудников отделения Альфа Банк в г. Ростов на Дону по адресу пр кт Буденновский В Оказали оперативную помощь и крайне быстро оформили потребительский кредит дебетовую и кредитные карты ответили на все интересующие вопросы. Очень хотелось бы позитивно отметить старшего менеджера этого отделения имя которой я к сожалению забыла Операторы в онлайн чате в мобильном приложении банка так же оперативно решают вопрос и дают исчерпывающие ответы.,5
Спасибо представителю банка Айнуру который доставил мне дебетовую карту в сентябре этого года. Буквально через час после оформления на сайте доставки Айнур оперативно привёз карту. Подробно рассказал как установить приложение как им пользоваться и терпеливо ответил на все мои вопросы. А ещё Айнур помог купить акцию через Альфа Инвестиции чтобы получить подарочную акцию от банка. Приятно что в банке работают такие заинтересованные люди. Ведь прежде я совсем не интересовалась такого рода инвестициями. Вообщем пока мне всё нравится единственное хотелось чтобы кэшбэк за покупку отображался сразу после оплаты или хотя бы в тот же день.,5
Сколько не пользовался разными банками Тинькофф единственный на котором я остановился и пользуюсь уже несколько лет лучшая тех поддержка бонусы кэшбэк и быстрые выплаты и зачисления Отличный дизайн удобен для пользования Так же есть хорошая функция как создать карту своему ребенку. Мой итог Всем советую данный банк. Надеюсь тинькофф станет основным банком в моей стране.,5
Изначально начал пользоваться банком т.к сказали заказать для зарплаты но через неделю Альфа стал моим основным банком т.к. приложение было очень удобным и интуитивно понятным так же хотел бы отметить бонусную программу Милли на самом деле давно хотел попробовать похожую систему но не знал что такая есть в России. Отдельно бы хотел отметить менеджера которая доставила карту очень приятная в общении так же уведомила о довольно выгодных условия которые есть в банке например кредитная карта которую я задумался заказать. Так что в дальнейшем собираюсь полностью пересесть на альфу,5
Я хочу похвалить сотрудников банка операторов которые отвечают на звонки и принимают смс в чате они всегда вежливы корректно всё разъясняют помогают даже в любой мелочи. Ребята настоящие профессионалы в своём деле Продукты банка меня тоже радуют Кешбек на картах очень привлекает всегда. Различные игры очень нравятся побольше бы интересных задумок в игровом формате. Ну и в целом банк действительно заслуживает внимания баллов из возможных,5
Добрый день Хотелось бы оставить отзыв об обслуживании в офисе россельхозбанка г. Лысьва. Мне оформили Аппетитную карту этого банка. Очень удобно пользоваться карта работает исправно. Отдельно хотелось бы сказать про то что обслуживание всегда качественное все доступно объясняют про условия карты про ее возможности и преимущества. Про кэшбэк и компенсацию прошлых покупок. Спасибо,5
Оформили дебетовую карту Открытия продвинутая через интернет банк. Организация сработала чётко. Понравилось то что привезли в назначенный временной интервал заранее оповестили приехал вежливый приятный сотрудник банка. При встрече ответил на все интересующие вопросы никаких накладок всё быстро. Очень удобно спасибо.,5
Начал пользоваться альфа банком пол года назад удивила скорость принятия заявки и работа представителя постоянные акции и кешбеки позволяют заработать на карте что сказать об акции приведи друга пригласил в банк девушку сам получил тысячу рублей так ещё и девушка получила р. Так же хочу сказать насчёт поддержки банка она круглосуточная и в любое время готова оказать оперативную а главное действенную помощь обычно решение проблемы. Лучший банк по моему мнению,5
С целью получения максимального кэшбэка по карте Халва я подключил опцию Десятка. Совершил в магазине Аскона партнера Халвы покупку стоимостью выше рублей собственными средствами и должен был получить максимальный кэшбэк бонусов. Однако при этом забыл выполнить в полном объеме другое условие совершить по карте Халва пять покупок за отчетный период. По окончании отчетного периода бонусы не были начислены. августа года я обратился по телефону в контактный центр Халвы объяснил ситуацию. Со мной работал менеджер Евгений доб номер . Рассмотрев мое обращение банк принял решение удовлетворить мою просьбу и начислил мне максимальный бонус. Огромное спасибо банку и менеджеру Евгению. Кроме того хочу отметить что я регулярно обращаюсь с различными вопросами в контактный центр Халвы и каждый раз сотрудники оперативно и качественно помогают решить какой либо вопрос.,5
Отличный сервис курьер быстро приехал все быстро оформили и одобрили. жаль что приложение сейчас недоступно но версия через сайт вполне удобная. отдельная благодарность курьеру за то что оформил дебетовую карту хоть я этого и не сделала сама через сай ведь без нее было бы сложнее пользоваться кредиткой. Из минусов перевод с кредитки на дебет с большими процентами не понятно зачем наличку можно выводить только физически через банкомат гораздо удобнее был бы перевод.,5
Хороший банк процент по вкладам выгоднее чем в других банках удобное и понятное приложение кэшбэк тоже радует удобно выводить сразу на карту и ничего не теряешь. Единственный минус мало офисов банкомат тоже только в здании офиса хотя бы по одному банкомату на район можно было бы поставить..,5
Тинькофф банк очень меня порадовал сотрудники приветливые всё очень чётко быстро и доходчиво объяснили. Очень довольна предложенной услугой переноса номера телефона на Тинькофф Мобайл. Тариф намного выгоднее и удобнее чем тот которым я пользовалась раньше. Советую друзьям и знакомым. Довольна бонусной программой.,5
Мне нужно было срочно пополнить дебетовую карту Райффайзен банка. Так как банкоматы одинаково жёлтые что у Райффайзен банка что у Тинькофф банка я вместо Райффайзена сунул карту в Тинькофф банкомат. Полнил быстро рублей пришли рублей. Звоню в Райффайзен спрашиваю а где ещё рублей мне говорят что пополнение пришло с Тинькофф банка. Я конечно расстроился. Позвонил в Тинькофф банк спросил возможно ли отменить операцию по пополнению карты Райффайзен в банкомате Тинькофф возможно ли вернуть комиссию. И Тинькофф банк возместил за менее чем один час рублей. Представляете Банк перевел мне на карту Тинькофф банка комиссию рублей. Я просто в восторге от отзывчивых работниках Тинькофф банка,5
Всю понравилось вежливые доступно объяснили предложили варианты ещё понравилось очень что всё дистанционно и буквально за пару минут и денежные средства поступили мгновенно огромное спасибо давно пользуюсь картой халва очень удобно можно и свои денежные средства хранить и расплачиваться во всех магазинах и пользоваться заёмными.,5
Добрый день Хотела бы оставить отзыв о замечательном банке Альфа Банк. Я не первый год пользуюсь данным банком на собственном опыте хочу поделиться с вами положительными эмоциями от взаимодействий с представителями. Не так давно я заказала платёжный стикер во первых огромная благодарность банку за их продукт очень удобно а во вторых огромная благодарность за очень быструю доставку. Представитель приехал на следующий день все показал и помог настроить.,5
При получении карты Альфа Банка специалист уведомил что обслуживание карты бесплатное. Сегодня обнаружила начисление к списанию руб. за банковское обслуживание. Обратилась в офис банка сказали звонить в контактный центр. После звонка в контактный центр специалист Константин на удивление очень быстро решил проблему. Оказалось что была подключена ненужная мне опция по бесплатному переводу денежных средств. Моментально опция была отключена начисление комиссии отклонено. Спасибо большое за быстрое решение проблемы и внимательное общение.,5
Отличное мобильное приложение и работа сотрудников онлайн чата в любое время можно проконсультироваться и получить помощь . Сегодня мне разъяснили изменения по процентным ставкам на остаток средств по Онлайн Копилке и приняли от меня заявку на корректировку условий указанных в мобильном приложении,5
Оплачено много покупок в августе картой Росбанка. Из всех попупок кэшбэк начислен только за . Пытаюсь получить ответ в чате почему не начислен кэшбэк за все покупки говорят прислать скриншот. И вешают лапшу на уши что не могут посмотреть у себя в системе выписку по моему счету и выяснить за какие покупки кэшбэк не был не начислен. Элементарный вопрос решить не может поддержка Росбанка,5
Здравствуйте Обратился в поддержку тинькофф в приложении с вопросами о новой для себя опции Тинькофф Премиум.И был шокирован моментальностью полнообъемного и информативного ответа на заданные мною вопросы.Оператор Дарья вы супер специалист чётко с толком с расстановкой объяснили и разложили всю информацию по полочкам.И ещё раз хочу повториться оперативность обратной связи на высоте.И в целом отличный банк ни разу не пожалел что стал вашим клиентом Тинькофф ты Лучший Ваши Специалисты просто знатоки своего дела Обращение было . . г специалист Дарья,5
Хочу выразить благодарность всем работникам поддержки банка за их терпение и уважение к клиентам Помогли решить мою проблему и даже больше предоставили дополнительные услуги совершенно бесплатно Так держать Спасибо Предоставили мне металическую карту за участие в акции хотя она уже закончилась.,5
Раньше у меня была обычная карта от Тинькофф чат поддержки работал на помогал с любым вопросом по карте тоесть все было отлично. Представители банка довольно приятные люди которые готовы помочь с разрешением любого вопроса. Плюсом банка является то что если вы им пользуетесь то независимо какая у вас карта он может прислать в качестве подарка картхолгер бесплатно которые очень даже хорошо сделаны. Много разных категорий кешбека большой кешбек до баллы можно тратить спокойно. Сим карта от Тинькофф тоже очень хороший выбор связь ловит хорошо интернет грузит быстро проблем я с ней не заметил за месяц использования . Сейчас я пользуюсь картой Тинькофф хорошая карта. В заключении хочу сказать что банк хороший поддержка вам всегда поможет связь тоже на высоте всем советую к выбору именно этот банк.,5
сентября года обратилась в офис на южнобутовской по вопросу оформления вклада . Пригласили меня в окошко к менеджеру Климова Екатерина . Екатерина рассказала мне про вклады в банке и предложила получать пенсию . Интересные условия по пенсии процентов на карту акция при переводе пенсии и бонусная программа убедили меня . я оформила вклад с повышенным процентом и перевела пенсию . Выражаю благодарность Климовой Екатерине за быструю четкую и доступную информацию. Приду еще .,5
Обращалась в отделение на Пр. Ленина . В ДО обращалась по вопросу открытия вклада закрытие карты. обслуживали в окне главный менеджер Веремейчук Олеся. Огромная благодарность за полнейшее освещение банковских услуг. помощь в открытии счета и закрытие карт. Вклад успешно открыт. Огромная благодарность всем сотрудникам данного отделения за отзывчивость понимание и быстрое обслуживание.,5
Последний год активно использую практически все сервисы банка Тинькофф подключил премиум. По любим вопросам работы сервиса обращаюсь в тех. поддержку и всегда получаю оперативное и удобное для меня решение возникших вопросов. Всегда вежливы и ещё ни разу не было не решено чего либо. Вот сегодня общался с оператором Дарья номер ответила на все мои вопросы и отключила то что мне было не нужно.,5
. Вклады Я хотел бы выразить благодарность Альфа Банку за разнообразие и выгодные условия вкладов. Все мои вклады приносят мне стабильный доход и предлагают конкурентные процентные ставки. Банк предоставляет широкий выбор вкладов с разными сроками и условиями что позволяет подобрать наиболее подходящий вариант для моих финансовых целей. Я ценю простоту процесса открытия и управления вкладами через онлайн банкинг Альфа Банка . Это удобно и экономит мое время. . Переводы Благодарю Альфа Банк за оперативность и безопасность переводов. Все мои денежные переводы осуществлялись быстро и без проблем как внутри страны так и за рубежом. Мне нравится что банк предлагает различные способы перевода включая мобильное приложение и интернет банкинг. Это удобно и легко в использовании. Я также хочу отметить что комиссии за переводы Альфа Банка являются разумными и конкурентоспособными. . Сотрудники Я получил отличное обслуживание от сотрудников Альфа Банка . Они всегда были дружелюбными профессиональными и готовыми помочь в решении любых вопросов или проблем. Сотрудники банка проявляют высокую компетентность и глубокое понимание банковских услуг. Они всегда готовы предложить наилучшие решения основываясь на моих потребностях. Я ценю отзывчивость и эффективность сотрудников Альфа Банка . Они всегда были готовы ответить на мои вопросы и предоставить подробную информацию о продуктах и услугах.,5
Заказал премиум карту мир Газпромбанка крайне остался доволен работой сотрудника банка который доставил карту. Активировали на встрече оплатили симку которую также выдал сотрудник понравилась соотношение цены и наполненсти тарифа . Также эмпанировало то что сотрудник банка подождал меня хотя я и не смог выйти к нему в назначенное время. Прошу передать благодарность настоящему профессионалу М ву Рамилю видно что человек действительно любит свою работу,5
Добрый день сотрудница Людмила погла с решением вопроса и с функциональной состовляющей приложения тинькофф быстро и оперативно погла вызыать сотруднтка для установления приложения. Очень благодарен ей. С любой проблемой буду обращаться на сайт и не волноваться за любую проблему какую бы.,5
Сегодня я обратилась в отделение Мичуринский проспект по адресу Мичуринский проспект . Хотела открыть вклад . Т.к ранее была на презентации от этого банка в Центре долголетия сотрудники рассказывали про высокие ставки по вкладам и интересное предложение при переводе пенсии меня это заинтерисовало .На входе меня встретила менеджер Бородина Ирина . Я ей рассказала с каким запросом обращаюсь и Ирина уже подобрала мне вклад с более выгодными условиями посчитала проценты и я решила открыть вклад на месяцев и перевела пен ию в ваш банк т.к условия очень меня привлекли и процент на остаток и можно получать бонусы за покупки и еще я стала участником акции т.р за перевод пенсии . Спасибо за обслуживание менеджеру Ирине мне всё очень понравилось. Моё пожелание чаще устраивать подобного рода мероприятия. Ответным письмом на вашу почту . прикладываю договор на открытие вклада. Обслуживание было недолгим минут .,5
Спасибо большое представителю банка Никите который доставил мне дебетовую карту Альфа банка августа в в отделение Альфа банка где и состоялась передача этой карты. Меня очень порадовало что Никита оперативно доставно доставил карту и заранее согласовал со мной удобное для меня время доставки. Никита подробно и простым языком рассказал какие преимущества данной карты помог разобраться в выборе категорий и терпеливо ответил на все мои вопросы которых у меня было не мало . А ещё Никита рассказывал о кредитных продуктах в частности про кредитную карту и её преимущества. Выражаю благодарность за профессионализм и отношение представителю банка и рад что в банке работают такие заинтересованные и участные люди.,5
Ужаснейший банк по обслуживанию но терпели потому что ипотека дешевая была. Но последняя ситуация выбесила в конец. В нашем регионе получить карту жителя Самарской области можно только в ВТБ поэтому я написал заявление на получение именно в этот банк после выхода карты жителя Самарской области со счета который предназначен для списание денег на ипотеку пропали все деньги тыс.руб. . Банк делает вид что денег не было вообще никогда. Даже вопросами их в тупик ставим августа в денег нет а августа что то поступает на ипотеку. августа мне поступили деньги на счет сентября они были. сентября после выпуска карты жителя ещё даже не ходил не получал её денег на счете нет и они говорят что их и не было. Ужасный банк ипотеку закрою и в жизни к ним не пойду.,5
Хочу выразить благодарность службе поддержки банка Тинькофф вопросы по возврату средств по ошибочным или отменённым операциям решают оперативно и профессионально Была проблема с возвратом средств за оплату доставки заказа с Озона решили буквально моментально Озон также принёс извинения за задержку,1
. . года оформил подписку премиум по пригласительной ссылке . . подписку подключили для получения большей информации обратился в мобильном приложении в поддержку мне ответила Дарья предоставила полную информацию по тарифам выпуска металлической карты рассказала про бесплатный период помогла выбрать дизайн платёжного стикера выпустила карту и стикер назначила встречу с представителем банка. И вправду подумал я премиум сервис Огорчение наступило на следующий день . когда представитель привез только карту а стикера не было. Пришлось опять обращаться в поддержку. Назначили встречу на . . Надеюсь что привезут все ничего не забудут Пока впечатление о сервисе двоякое будем посмотреть,5
